ClipID,binary_label
1100061069,1
1100061073,1
1100061074,1
1100061077,1
1100061078,1
1100062004,1
1100062005,1
1100062007,1
1100062008,0
1100062009,1
1100062016,1
1100062017,1
1100062024,1
1100062028,1
1100062029,1
1100062036,1
1100062037,1
1100062044,1
1100062045,0
1100062046,1
1100062049,0
1100062051,1
1100062053,1
1100062054,1
1100062059,1
1100062060,1
1100062061,1
1100062062,1
1100062063,1
1100062064,1
1100062065,1
1100062066,1
1100062067,1
1100062068,1
1100062069,1
1100062070,1
1100062071,1
1100062072,1
1100071005,1
1100071006,1
1100071007,1
1100071008,1
1100071009,1
1100071010,1
1100071011,1
1100071012,1
1100071013,1
1100071014,1
1100071015,1
1100071016,1
1100071017,1
1100071018,1
1100071019,1
1100071020,1
1100071021,1
1100071022,1
1100071023,1
1100071024,1
1100071026,1
1100071027,1
1100071028,1
1100071029,1
1100071030,1
1100071031,1
1100071032,1
1100071033,1
1100071034,1
1100071035,1
1100071036,1
1100071037,1
1100071040,1
1100071041,1
1100071042,1
1100071043,1
1100071044,1
1100071045,1
1100071046,1
1100071047,1
1100071049,1
1100071050,1
1100071052,1
1100071054,1
1100071055,1
1100071056,1
1100071057,1
1100071058,1
1100071059,1
1100071060,1
1100071061,1
1100071062,1
1100071063,1
1100071064,1
1100071065,1
1100071066,1
1100071067,1
1100071069,1
1100071070,1
1100071071,1
1100071072,1
1100071073,1
1100071074,1
1100071075,1
1100071076,1
1100071077,1
1100071078,1
1100071079,1
1100071080,1
1100071081,1
1100072001,1
1100072002,1
1100072003,1
1100072004,1
1100072006,1
1100072007,1
1100072008,1
1100072009,1
1100072010,1
1100072011,1
1100072012,1
1100072013,1
1100072014,1
1100072015,1
1100072016,1
1100072021,1
1100072022,1
1100072023,1
1100072024,1
1100072027,1
1100072028,1
1100072029,1
1100072030,1
1100072031,1
1100072032,1
1100072033,1
1100072034,1
1100072036,1
1100072037,1
1100072038,1
1100072039,1
1100072040,1
1100072042,1
1100072043,1
1100072045,1
1100072047,1
1100072048,1
1100072049,1
1100072050,1
1100072051,1
1100072052,1
1100072053,1
1100072054,1
1100072056,1
1100072057,1
1100072058,1
1100072059,1
1100072060,1
1100072061,1
1100072062,1
1100072063,1
1100072065,1
1100072066,1
1100072067,1
1100072068,1
1100072069,1
1100072070,1
1100072071,1
1100072072,1
1100072073,1
1100072074,1
1100072075,1
1100072076,1
1100072077,1
1100072078,1
1100072079,1
1100072080,1
1100072081,1
1100072082,1
1100072083,1
1100072084,1
1100072085,1
1100081044,1
1100081045,1
1100081046,1
1100081047,1
1100081048,1
1100082002,1
1100082003,1
1100082018,1
1100082027,1
1100102003,1
1100111001,1
1100111002,1
1100111003,1
1100111008,1
1100111009,1
1100111010,1
1100111011,1
1100111012,1
1100111013,1
1100111014,1
1100111016,1
1100111017,1
1100111018,1
1100111019,1
1100111021,1
1100111023,1
1100111025,1
1100111026,1
1100111027,1
1100111029,1
1100111030,1
1100111032,1
1100112001,1
1100112002,0
1100112003,1
1100112004,1
1100112006,0
1100112007,1
1100112008,1
1100112009,1
1100112010,1
1100112011,1
1100112012,1
1100112013,1
1100112014,1
1100112015,1
1100112016,1
1100112017,1
1100112018,1
1100112021,1
1100112022,1
1100112024,1
1100112025,1
1100112026,1
1100112029,1
1100112030,1
1100112033,1
1100112035,1
1100112036,1
1100112037,1
1100112038,1
1100112039,1
1100112040,1
1100112041,1
1100112042,1
1100112043,1
1100112044,1
1100112045,1
1100112047,1
1100112048,1
1100112051,1
1100112052,1
1100112053,1
1100112056,1
1100112057,1
1100112058,1
1100112059,1
1100112060,1
1100112061,1
1100112062,1
1100112063,1
1100112064,1
1100112065,1
1100112066,1
1100112068,1
1100121002,1
1100121003,1
1100121004,1
1100121005,1
1100121006,1
1100121007,1
1100121008,1
1100121009,1
1100121010,1
1100121011,1
1100121012,1
1100121015,1
1100121016,1
1100121017,1
1100121018,1
1100121019,1
1100121020,1
1100121024,1
1100121025,1
1100121028,1
1100121031,1
1100121032,1
1100121033,1
1100121034,1
1100121035,1
1100121036,1
1100121038,1
1100121040,1
1100121041,1
1100121042,1
1100121044,1
1100121045,1
1100121047,1
1100121049,1
1100121050,1
1100121052,1
1100121053,1
1100121054,1
1100121056,1
1100121057,1
1100121059,1
1100121060,1
1100121061,1
1100121064,1
1100122001,1
1100122002,1
1100122003,1
1100122005,1
1100122006,1
1100122007,1
1100122008,1
1100122009,1
1100122010,1
1100122011,1
1100122012,1
1100122013,1
1100122014,1
1100122015,1
1100122017,1
1100122018,1
1100122019,1
1100122020,1
1100122021,1
1100122023,1
1100122024,1
1100122025,1
1100122026,1
1100122031,1
1100122032,1
1100122033,1
1100122034,1
1100122035,1
1100122036,1
1100122037,1
1100122038,1
1100122039,1
1100122040,1
1100122041,1
1100122045,1
1100122047,1
1100122048,1
1100122050,1
1100122051,1
1100122052,1
1100122053,1
1100122054,1
1100122056,0
1100131006,1
1100131007,1
1100131009,1
1100131010,1
1100131011,1
1100131012,1
1100131017,0
1100131019,1
1100141001,1
1100141002,1
1100141003,1
1100141004,1
1100141005,1
1100141006,1
1100141007,1
1100141008,1
1100141009,1
1100141010,1
1100141011,1
1100141012,1
1100141013,0
1100141014,1
1100141015,1
1100141016,1
1100141017,1
1100141019,1
1100141020,1
1100141021,1
1100141023,1
1100141027,0
1100141028,1
1100141029,1
1100141030,1
1100141031,1
1100141032,1
1100141033,1
1100141034,1
1100141035,1
1100141036,1
1100141039,1
1100141040,1
1100141042,1
1100141044,1
1100141045,1
1100141046,1
1100141049,1
1100141050,1
1100141052,1
1100141053,1
1100141054,1
1100141055,1
1100141056,1
1100141057,1
1100142002,1
1100142003,1
1100142004,1
1100142007,1
1100142008,1
1100142009,1
1100142010,1
1100142011,1
1100142013,1
1100142014,1
1100142015,1
1100142017,1
1100142018,1
1100142019,1
1100142021,1
1100142022,1
1100142023,1
1100142024,1
1100142027,1
1100142028,1
1100142029,1
1100142030,1
1100142031,1
1100142032,1
1100142033,0
1100142034,1
1100142035,1
1100142038,1
1100142041,1
1100142043,1
1100142044,1
1100142045,1
1100142046,1
1100142048,1
1100142049,1
1100142050,1
1100142051,1
1100142052,1
1100142053,1
1100142056,1
1100142057,1
1100142058,1
1100142059,1
1100142060,1
1100151003,1
1100151004,1
1100151008,1
1100151009,1
1100151010,1
1100151011,0
1100151012,1
1100151013,1
1100151014,1
1100151015,1
1100151016,1
1100151017,1
1100151018,1
1100151019,1
1100151020,1
1100151021,1
1100151022,1
1100151023,1
1100151024,1
1100151028,1
1100151030,1
1100151032,1
1100151033,1
1100151035,1
1100151037,1
1100151038,1
1100151039,1
1100151040,1
1100151042,1
1100151043,1
1100151044,1
1100151047,1
1100151049,1
1100151050,1
1100151051,1
1100151052,1
1100151054,1
1100151055,1
1100151056,1
1100151057,0
1100151058,1
1100151062,1
1100152001,1
1100152004,1
1100152005,1
1100152006,1
1100152008,1
1100152009,1
1100152010,0
1100152013,1
1100152014,1
1100152015,1
1100152017,0
1100152019,1
1100152020,1
1100152022,1
1100152024,1
1100152025,1
1100152026,1
1100152027,1
1100152031,0
1100152032,1
1100152039,1
1100152040,1
1100152041,1
1100152042,1
1100152043,1
1100152048,1
1100152049,1
1100152050,1
1100152051,1
1100152055,0
1100152056,1
1100152061,1
1100152062,1
1100152067,1
1100152069,1
1100152070,0
1100161002,1
1100161004,1
1100161011,1
1100161012,1
1100161013,1
1100161014,1
1100161015,1
1100161016,1
1100161020,1
1100161021,1
1100161022,1
1100161023,1
1100161028,1
1100161029,1
1100161032,1
1100161035,1
1100161036,1
1100161038,1
1100161039,1
1100161041,1
1100161043,1
1100161044,1
1100161045,1
1100161046,1
1100161048,1
1100161050,1
1100161053,0
1100162005,0
1100162007,1
1100162011,1
1100162016,0
1100171001,1
1100171002,1
1100171004,0
1100171005,1
1100171007,1
1100171008,0
1100171009,1
1100171010,1
1100171011,1
1100171012,1
1100171013,1
1100171015,1
1100171016,1
1100171017,1
1100171019,1
1100171021,1
1100171022,1
1100171023,1
1100171031,1
1100171035,1
1100171036,1
1100171038,1
1100171039,1
1100171040,1
1100171041,1
1100171043,1
1100171045,1
1100171049,1
1100171055,1
1100171056,1
1100171057,1
1100171059,0
1100171061,1
1100171063,1
1100171064,1
1100171065,1
1100171067,1
1100171069,1
1100171070,1
1100171071,1
1100171072,1
1100171073,1
1100171074,1
1100171075,1
1100171076,1
1100171077,1
1100171078,1
1100171080,1
1100171083,1
1100172003,1
1100172004,1
1100172007,1
1100172012,0
1100172013,1
1100172014,1
1100172015,1
1100172016,1
1100172017,0
1100172018,1
1100172020,1
1100172021,1
1100172022,1
1100172026,1
1100172028,1
1100172030,1
1100172032,1
1100172033,0
1100172034,0
1100172035,1
1100172037,1
1100172039,1
1100172042,1
1100172043,0
1100172047,1
1100172050,1
1100172058,0
1100172063,1
1100172066,1
1100411010,1
1100411011,1
1100411012,1
1100411013,1
1100411015,1
1100411016,1
1100411018,1
1100411020,1
1100411023,1
1100411036,1
1100411041,1
1100411045,1
1100411047,1
1100411048,1
1100411049,1
1100411050,1
1100411051,1
1100411053,1
1100411054,1
1100411055,1
1100411057,1
1100412001,1
1100412003,1
1100412010,1
1100412018,0
1100412033,0
1100412038,1
1100412039,0
1100412040,1
1110031003,1
1110031007,1
1110031010,0
1110031011,1
1110031012,1
1110031014,1
1110031019,1
1110031020,1
1110031021,1
1110031025,0
1110031027,0
1110031031,1
1110031033,0
1110031037,1
1110031038,0
1110031039,1
1110031040,1
1110031042,1
1110031048,1
1110031049,1
1110031050,1
1110031056,0
1110031061,1
1110031062,1
1110031063,0
1110031064,1
1110031065,1
1110032002,1
1110032004,1
1110032006,1
1110032008,1
1110032010,1
1110032014,0
1110032015,1
1110032018,1
1110032019,1
1110032020,1
1110032021,1
1110032022,1
1110032023,1
1110032024,1
1110032025,1
1110032027,0
1110032029,1
1110032031,1
1110032032,1
1110032033,1
1110032034,1
1110032036,1
1110032037,1
1110032042,1
1110032043,0
1110032045,1
1110032047,1
1110032048,1
1110032049,1
1110032050,1
1110032051,1
1110032052,1
1110032053,1
1110032055,1
1110032056,1
1110032058,1
1110032059,1
1110032060,1
1110032061,1
1110032062,1
1110032063,1
1813740111,1
1813740112,1
1813740115,1
1813740116,1
1813740118,1
1813740119,1
1813740122,1
1813740123,1
1813740124,1
1813740126,1
1813740127,1
1813740128,1
1813740131,1
1813740133,1
1813740135,1
1813740137,1
1813740138,0
1813740143,1
1813740144,1
1813740149,1
181374015,1
1813740150,1
1813740153,1
1813740155,1
1813740157,1
1813740159,1
181374016,1
1813740162,1
1813740164,1
1813740165,1
1813740167,1
1813740168,1
1813740169,1
181374017,1
1813740171,1
1813740172,1
1813740173,1
1813740174,1
1813740176,1
1813740178,1
1813740179,1
1813740180,1
1813740181,1
1813740182,1
1813740183,1
1813740184,0
1813740185,0
181374019,1
1813740210,1
1813740211,1
1813740212,1
1813740213,1
1813740214,1
1813740218,1
1813740219,1
1813740220,1
1813740221,1
1813740224,1
1813740225,1
1813740226,1
1813740227,1
1813740229,1
181374023,1
1813740231,1
1813740232,1
1813740233,1
1813740234,1
1813740235,1
1813740236,1
1813740237,1
1813740238,1
181374024,1
1813740240,1
1813740241,1
1813740242,1
1813740243,1
1813740245,1
1813740249,1
181374025,1
1813740250,1
1813740251,1
1813740252,1
1813740253,1
1813740255,1
1813740256,1
1813740257,1
1813740258,1
1813740259,1
181374026,1
1813740260,1
1813740261,1
1813740262,1
1813740263,1
1813740264,1
1813740265,1
1813740266,1
1813740267,1
1813740268,1
1813740269,1
181374027,1
1813740270,1
1813740271,1
1813740272,1
1813740273,1
1813740274,1
1813740275,1
1813740276,1
1813740277,1
1813740278,1
1813740279,1
181374028,1
181374029,1
2000481035,1
2000481036,1
2000481037,1
2000481038,1
2000481039,1
2000481040,1
2000481041,1
2000481043,1
2000481048,1
2000482008,1
2000482009,1
2000482012,1
2000482018,1
2000482021,1
2000482034,1
2000482037,1
2000482038,1
2000482039,1
2000482041,1
2000482042,1
2000482043,1
2000482044,1
2000482049,1
2000482050,1
2000482052,1
2000482059,1
2000482065,1
2000482066,1
2000482067,1
2000482068,1
2000482070,1
2000491062,1
2000491064,1
2000491065,1
2000491066,1
2000491067,1
2000491068,1
2000491070,1
2000491072,1
2000491074,1
2000491075,1
2000491076,1
2000491077,0
2000491078,1
2000491079,1
2000501001,1
2000501002,1
2000501003,1
2000501004,1
2000501006,0
2000501009,1
2000501010,1
2000501011,1
2000501012,1
2000501014,1
2000501015,1
2000501016,1
2000501018,1
2000501019,1
2000501020,1
2000501021,1
2000501023,1
2000501027,1
2000501028,1
2000501030,0
2000501031,1
2000501032,1
2000501033,1
2000501035,1
2000501036,1
2000501037,1
2000501038,1
2000501039,1
2000501040,1
2000501041,1
2000501042,1
2000501043,1
2000501044,1
2000501045,1
2000501046,1
2000501049,1
2000501050,1
2000501051,1
2000501052,1
2000501053,1
2000501054,1
2000501056,1
2000501057,1
2000501060,1
2000501061,1
2000501062,1
2000501063,1
2000501065,1
2000501066,1
2000501067,1
2000501071,1
2000501074,1
2000501075,1
2000501076,1
2000501078,1
2000502002,1
2000502005,1
2000502006,1
2000502007,1
2000502009,1
2000502010,1
2000502012,1
2000502013,1
2000502014,1
2000502015,1
2000502019,1
2000502020,1
2000502023,1
2000502025,1
2000502033,1
2000502036,1
2000502037,1
2000502039,1
2000502040,1
2000502041,1
2000502043,1
2000502044,1
2000502045,1
2000502047,1
2000502048,1
2000502049,1
2000502050,1
2000502051,1
2000502053,0
2000502054,1
2000502055,1
2000502056,1
2000502057,1
2000502058,1
2000502059,1
2000502061,1
2000502062,1
2000502063,1
2000502065,0
2000502066,1
2000502067,1
2000502069,1
2000502070,1
2000502072,1
2000502073,1
2000502075,1
2000502076,1
2000502077,1
2000502078,1
2000502081,0
2000502084,1
2000502087,1
2000502088,1
2000502090,1
2000541001,1
2000541002,1
2000541003,1
2000541006,1
2000541007,1
2000541010,1
2000541011,1
2000541014,1
2000541015,1
2000541016,1
2000541018,1
2000541019,1
2000541020,1
2000541021,1
2000541022,1
2000541023,1
2000541024,1
2000541025,1
2000541027,1
2000541028,1
2000541029,1
2000541030,1
2000541031,1
2000541032,1
2000541034,1
2000541035,1
2000541038,1
2000541039,1
2000541040,1
2000541041,1
2000541043,1
2000541044,1
2000541045,1
2000541046,1
2000541049,1
2000541050,1
2000541051,1
2000541052,1
2000541053,1
2000541054,1
2000541055,1
2000541056,1
2000541057,1
2000541059,1
2000541062,1
2000541064,1
2000541066,1
2000541067,1
2000541068,1
2000541069,1
2000541070,1
2000541071,1
2000541072,1
2000541073,1
2000541074,1
2000541075,1
2000541076,1
2000541077,1
2000541079,1
2000541080,1
2000541081,1
2000542001,1
2000542002,1
2000542007,1
2000542008,1
2000542009,1
2000542010,1
2000542013,1
2000542015,1
2000542016,1
2000542021,1
2000542022,1
2000542025,1
2000542026,1
2000542027,1
2000542029,1
2000542030,1
2000542032,1
2000542033,1
2000542034,1
2000542035,1
2000542036,1
2000542042,1
2000542049,1
2000542050,1
2000542051,1
2000542052,1
2000542054,1
2000542056,1
2026140111,1
2026140113,1
2026140116,1
2026140117,1
2026140118,1
2026140119,1
2026140120,1
2026140122,1
2026140124,1
2026140125,1
2026140126,1
2026140128,1
2026140129,1
2026140130,1
2026140131,1
2026140133,1
2026140134,1
2026140135,1
2026140138,1
2026140141,1
2026140145,1
2026140147,1
2026140149,1
202614015,1
2026140151,1
2026140154,1
2026140158,1
2026140159,1
202614016,1
2026140160,1
2026140161,1
2026140165,1
2026140169,1
202614017,1
2026140170,1
2026140172,1
202614018,1
202614019,1
202614020,1
202614021,1
2026140210,1
2026140212,1
2026140213,1
2026140220,1
2026140221,1
2026140223,1
2026140224,1
2026140225,1
202614023,1
2026140230,1
2026140233,1
2026140236,1
2026140237,1
2026140239,1
2026140241,1
2026140243,1
2026140246,1
2026140247,1
2026140249,1
202614025,1
2026140250,1
2026140253,1
2026140254,1
2026140255,1
2026140257,0
2026140259,1
2026140260,1
2026140263,1
2026140264,0
2026140272,1
2026140273,0
2026140275,1
2026140276,1
2026140277,1
2026140279,1
2026140281,1
202614029,1
205601011,1
2056010112,1
2056010113,1
2056010114,1
2056010116,1
2056010118,1
2056010119,1
205601012,1
2056010120,1
2056010122,1
2056010123,1
2056010124,1
2056010126,1
2056010130,1
2056010133,1
2056010134,0
2056010136,1
2056010137,1
2056010139,1
2056010141,1
2056010142,1
2056010148,1
2056010149,1
2056010153,1
2056010155,1
2056010156,1
2056010157,1
205601016,1
2056010160,1
2056010162,1
2056010164,1
2056010165,1
2056010167,1
205601017,1
205601018,1
2056010210,1
2056010212,1
2056010213,1
2056010214,1
2056010215,1
2056010218,1
2056010219,1
2056010222,1
2056010224,0
2056010225,1
2056010226,1
2056010228,1
2056010229,1
2056010230,1
2056010232,1
2056010233,1
2056010234,1
2056010235,1
2056010236,1
2056010238,1
2056010239,1
205601024,1
2056010240,1
2056010241,1
2056010242,1
2056010244,1
2056010245,1
2056010247,1
2056010249,1
205601025,1
2056010250,1
2056010252,1
2056010253,1
2056010254,1
2056010255,1
2056010258,1
2056010260,1
2056010261,1
2056010262,1
2056010263,1
2056010265,1
2056010267,1
2056010269,1
205601027,1
2056010272,1
2056010274,1
2056010275,1
2056010276,1
2056010277,1
2056010279,1
205601028,1
2056010281,1
2056010283,1
2100511002,1
2100511003,1
2100511005,1
2100511008,1
2100511011,1
2100511012,1
2100511013,1
2100511015,1
2100511016,1
2100511018,1
2100511019,1
2100511024,1
2100511026,1
2100511027,1
2100511028,1
2100511031,1
2100511032,1
2100511034,1
2100511035,1
2100511036,1
2100511038,1
2100511039,1
2100511040,1
2100511044,1
2100511048,1
2100511057,1
2100511058,1
2100511059,1
2100511060,1
2100511061,1
2100511062,1
2100511063,1
2100511064,1
2100511065,1
2100511067,1
2100511069,0
2100511070,1
2100511071,1
2100511072,1
2100511073,1
2100511074,1
2100511076,1
2100511077,1
2100511078,1
2100511079,1
2100511080,1
2100511081,1
2100511082,1
2100512001,1
2100512002,1
2100512003,1
2100512006,1
2100512007,1
2100512009,1
2100512010,1
2100512011,1
2100512012,1
2100512014,1
2100512015,1
2100512016,1
2100512017,1
2100512018,1
2100512020,1
2100512021,1
2100512025,1
2100512026,1
2100512028,1
2100512029,1
2100512032,1
2100512034,1
2100512035,1
2100512036,1
2100512037,1
2100512038,1
2100512039,1
2100512041,1
2100512042,1
2100512044,1
2100512045,1
2100512051,0
2100512052,1
2100512053,1
2100512055,1
2100512057,1
2100512058,1
2100512061,1
2100512062,1
2100512063,1
2100512064,0
2100512065,1
2100521002,1
2100521005,1
2100521006,1
2100521008,1
2100521009,1
2100521010,1
2100521013,1
2100521014,1
2100521015,1
2100521016,1
2100521017,1
2100521018,1
2100521021,1
2100521022,1
2100521023,1
2100521024,1
2100521025,1
2100521026,1
2100521027,1
2100521028,1
2100521029,1
2100521030,1
2100521031,1
2100521032,0
2100521033,1
2100521034,1
2100521035,1
2100521037,1
2100521038,1
2100521039,1
2100521040,1
2100521041,1
2100521042,1
2100521043,1
2100521044,1
2100521046,1
2100521047,1
2100521048,1
2100521049,1
2100521050,1
2100521051,1
2100521052,1
2100521054,1
2100521055,1
2100521056,1
2100521057,1
2100521059,1
2100521060,1
2100521061,1
2100521062,1
2100521063,1
2100521067,1
2100521069,1
2100521070,1
2100521072,1
2100521073,1
2100521074,1
2100521075,1
2100521076,1
2100521077,1
2100521078,1
2100521079,1
2100522001,1
2100522004,1
2100522005,1
2100522006,1
2100522007,1
2100522008,1
2100522009,1
2100522010,1
2100522011,1
2100522012,1
2100522013,1
2100522018,1
2100522019,1
2100522020,1
2100522021,1
2100522023,1
2100522024,1
2100522026,1
2100522028,1
2100522031,1
2100522033,1
2100522034,1
2100522035,1
2100522036,1
2100522038,1
2100522039,1
2100522040,1
2100522041,1
2100522042,1
2100522046,1
2100522047,1
2100522048,1
2100522049,1
2100522050,1
2100522051,1
2100522052,1
2100522053,1
2100522054,1
2100522055,1
2100522056,1
2100522059,1
2100522060,1
2100522061,1
2100522062,1
2100522063,1
2100522064,1
2100522067,1
2100522068,1
2100522070,1
2100531001,1
2100531002,1
2100531003,1
2100531004,1
2100531006,1
2100531007,1
2100531008,1
2100531009,1
2100531010,1
2100531012,1
2100531013,1
2100531014,1
2100531015,1
2100531016,1
2100531017,1
2100531018,1
2100531019,1
2100531021,1
2100531022,1
2100531023,1
2100531024,1
2100531025,1
2100531026,1
2100531027,1
2100531028,1
2100531030,1
2100531031,1
2100531033,1
2100531034,1
2100531035,1
2100531036,1
2100531037,1
2100531040,1
2100531041,1
2100531042,1
2100531043,1
2100531044,1
2100531045,1
2100531047,1
2100531048,1
2100531049,1
2100531050,1
2100531051,1
2100531052,1
2100531053,1
2100531054,0
2100531055,1
2100531056,1
2100531057,1
2100531058,1
2100531059,1
2100531060,1
2100531061,1
2100531063,1
2100531064,1
2100531065,1
2100531066,1
2100531067,1
2100531068,1
2100531070,1
2100531071,1
2100531072,1
2100531073,1
2100531074,1
2100531076,1
2100531077,1
2100531078,1
2100531079,1
2100531080,1
2100531081,1
2100531082,1
2100531084,1
2100532002,1
2100532003,1
2100532004,1
2100532005,1
2100532007,1
2100532008,1
2100532010,1
2100532012,1
2100532013,1
2100532015,1
2100532016,0
2100532017,1
2100532019,1
2100532020,1
2100532022,0
2100532023,1
2100532024,1
2100532025,1
2100532026,1
2100532027,1
2100532028,1
2100532029,1
2100532030,1
2100532031,1
2100532032,1
2100532033,1
2100532034,1
2100532037,1
2100532042,1
2100532043,1
2100532044,1
2100532045,1
2100532046,1
2100532047,1
2100532048,1
2100532050,1
2100532052,1
2100532053,1
2100532054,1
2100532055,1
2100532056,1
2100532057,1
2100532058,1
2100532059,1
2100532060,1
2100532061,1
2100532062,1
2100532063,1
2100532064,1
2100532066,1
2100532067,1
2100532068,1
2100532070,1
2100532071,1
2100532072,1
2100551002,1
2100551005,0
2100551006,1
2100551007,1
2100551010,0
2100551011,1
2100551013,1
2100551014,1
2100551015,1
2100551016,1
2100551017,1
2100551018,1
2100551019,1
2100551020,1
2100551021,1
2100551022,1
2100551023,1
2100551024,1
2100551025,1
2100551027,1
2100551028,1
2100551029,1
2100551032,0
2100551033,1
2100551034,1
2100551035,0
2100551036,1
2100551037,1
2100551039,1
2100551041,1
2100551042,0
2100551043,1
2100551044,1
2100551045,1
2100551046,1
2100551049,1
2100551050,1
2100551051,1
2100551052,1
2100551053,1
2100551054,1
2100551055,1
2100551056,1
2100551057,1
2100551059,1
2100551060,1
2100551061,1
2100551062,1
2100551063,1
2100551064,1
2100551065,1
2100551066,1
2100551067,1
2100551068,1
2100551069,1
2100551071,1
2100551072,1
2100551073,1
2100551074,1
2100551075,1
2100551076,1
2100551077,1
2100551079,1
2100551080,1
2100551081,1
2100552002,1
2100552003,1
2100552004,1
2100552005,1
2100552006,1
2100552007,1
2100552008,1
2100552009,1
2100552010,1
2100552011,1
2100552012,1
2100552013,1
2100552014,1
2100552015,1
2100552016,1
2100552017,1
2100552018,1
2100552019,1
2100552021,1
2100552022,1
2100552023,1
2100552024,1
2100552025,1
2100552027,1
2100552028,1
2100552029,1
2100552030,1
2100552031,1
2100552032,1
2100552033,1
2100552034,1
2100552035,1
