ClipID,binary_label
4100191024,0
4100191025,0
4100191026,0
4100191030,0
4100191031,0
4100191032,0
4100191033,0
4100191034,0
4100191035,0
4100191038,0
4100191039,0
4100191041,0
4100191042,0
4100191043,0
4100191045,0
4100191046,0
4100191052,0
4100191053,0
4100192001,0
4100192002,0
4100192003,1
4100192004,0
4100192005,0
4100192006,0
4100192007,0
4100192010,0
4100192011,0
4100192012,0
4100192013,0
4100192014,0
4100192015,0
4100192016,0
4100192019,0
4100192020,0
4100192022,0
4100192023,1
4100192024,0
4100192025,1
4100192026,0
4100192027,0
4100192028,0
4100192029,0
4100192031,0
4100192032,0
4100192033,1
4100192034,0
4100192036,0
4100192037,0
4100192038,0
4100192039,0
4100192040,0
4100192043,0
4100192044,0
4100192045,0
4100192046,0
4100192047,0
4100192048,0
4100192049,0
4100192050,0
4100192051,0
4100192052,0
4100192053,0
4100192054,0
4100192055,0
4100192056,0
4100192057,1
4100192058,0
4100192060,0
4100192061,1
4100192062,0
4100192063,0
4100192066,0
4100192068,0
4100201001,1
4100201003,0
4100201004,1
4100201005,0
4100201006,0
4100201007,0
4100201008,1
4100201009,0
4100201010,1
4100201011,0
4100201013,0
4100201014,1
4100201016,0
4100201017,1
4100201018,1
4100201020,1
4100201021,0
4100201022,1
4100201023,1
4100201024,1
4100201025,1
4100201026,1
4100201027,1
4100201030,0
4100201031,1
4100201032,0
4100201033,0
4100201034,0
4100201035,0
4100201039,0
4100201040,1
4100201041,1
4100201042,0
4100201043,0
4100201044,0
4100201045,1
4100201046,0
4100201048,0
4100201049,1
4100201051,1
4100201052,1
4100201053,0
4100201054,1
4100201055,1
4100201056,1
4100201058,0
4100201059,0
4100201060,0
4100201061,0
4100201062,1
4100201063,1
4100201064,1
4100201068,1
4100201069,1
4100201071,0
4100201072,1
4100201073,1
4100201074,1
4100201075,1
4100201076,0
4100201078,1
4100201079,0
4100201081,1
4100201082,0
4100202001,0
4100202004,0
4100202005,0
4100202006,0
4100202007,1
4100202008,1
4100202009,1
4100202010,1
4100202011,1
4100202012,1
4100202013,0
4100202014,0
4100202015,1
4100202016,0
4100202017,1
4100202018,0
4100202019,1
4100202021,1
4100202022,0
4100202023,1
4100202024,0
4100202025,0
4100202032,0
4100202037,0
4100202039,0
4100202040,0
4100202041,0
4100202042,0
4100202043,1
4100202045,0
4100202046,0
4100202048,0
4100202052,0
4100202053,1
4100202054,1
4100202055,1
4100202056,0
4100202063,0
4100202065,0
4100202067,1
4100202068,0
4100241001,0
4100241002,0
4100241003,0
4100241004,0
4100241006,0
4100241007,0
4100241008,0
4100241009,1
4100241011,1
4100241013,0
4100241016,1
4100241017,1
4100241018,1
4100241020,0
4100241029,0
4100241030,1
4100241031,1
4100241042,0
4100241045,0
4100241046,1
4100241049,0
4100241051,1
4100241052,1
4100241053,1
4100241054,0
4100241055,0
4100241056,1
4100241059,0
4100241060,1
4100241061,0
4100241062,1
4100241063,1
4100241064,1
4100241068,0
4100241069,1
4100241075,1
4100242001,0
4100242002,0
4100242003,0
4100242004,1
4100242005,0
4100242006,0
4100242008,0
4100242011,0
4100242020,0
4100242021,0
4100242029,0
4100242031,0
4100242032,0
4100242033,0
4100242034,0
4100242035,0
4100242036,0
4100242037,0
4100242038,0
4100242040,0
4100242045,0
4100242048,1
4100242050,0
4100242053,1
4100242054,0
4100242057,0
4100242059,0
4100242060,0
4100242063,0
4100242065,0
4100242066,0
4100242067,0
4100251003,0
4100251004,1
4100251005,1
4100251006,0
4100251010,1
4100251011,0
4100251012,0
4100251013,0
4100251014,0
4100251015,0
4100251016,0
4100251017,0
4100251018,0
4100251019,0
4100251020,0
4100251021,0
4100251022,0
4100251024,0
4100251026,0
4100251027,0
4100251028,0
4100251029,0
4100251030,0
4100251031,0
4100251032,0
4100251033,0
4100251034,0
4100251035,0
4100251036,0
4100251038,0
4100251039,0
4100251040,0
4100251041,0
4100251042,0
4100251044,0
4100251046,0
4100251047,1
4100251048,0
4100251049,0
4100251051,0
4100251052,1
4100251053,0
4100251054,1
4100251056,0
4100251057,0
4100251059,0
4100251060,0
4100251061,0
4100251062,0
4100251063,0
4100251064,0
4100251065,0
4100251068,0
4100251069,0
4100251070,0
4100252001,0
4100252003,0
4100252004,1
4100252005,0
4100252007,1
4100252010,0
4100252011,0
4100252012,1
4100252013,1
4100252014,0
4100252015,0
4100252016,0
4100252019,0
4100252021,0
4100252022,0
4100252023,0
4100252024,1
4100252027,0
4100252031,0
4100252032,1
4100252033,0
4100252034,0
4100252035,0
4100252036,0
4100252037,1
4100252038,0
4100252039,0
4100252040,0
4100252041,0
4100252043,1
4100252044,0
4100252045,0
4100252048,0
4100252049,0
4100252050,1
4100252051,0
4100252053,0
4100252054,0
4100252055,0
4100252056,1
4100252057,1
4100252058,0
4100252060,1
4100252061,0
4100252062,1
4100252063,1
4100252066,1
4100252069,0
4100252070,1
4100252071,1
4100252072,0
4100252073,1
4100252074,1
4100252075,0
4100252076,0
4100252078,0
4100252081,0
4100261001,1
4100261002,0
4100261003,0
4100261004,1
4100261005,0
4100261006,0
4100261007,1
4100261010,0
4100261012,0
4100261013,0
4100261015,0
4100261016,0
4100261020,0
4100261023,1
4100261025,0
4100261027,0
4100261028,0
4100261029,0
4100261030,0
4100261031,1
4100261032,0
4100261033,1
4100261034,0
4100261035,1
4100261036,0
4100261038,0
4100261041,0
4100261044,0
4100261045,0
4100261046,0
4100261047,0
4100261048,0
4100261049,0
4100261050,0
4100261055,0
4100261056,0
4100261057,0
4100261058,0
4100261060,0
4100261061,0
4100262001,0
4100262003,0
4100262004,0
4100262006,0
4100262007,0
4100262008,0
4100262009,0
4100262010,0
4100262014,0
4100262015,1
4100262016,0
4100262017,1
4100262018,0
4100262019,1
4100262020,0
4100262022,0
4100262023,0
4100262024,0
4100262025,1
4100262027,0
4100262034,0
4100262035,0
4100262037,1
4100262038,0
4100262040,0
4100262041,1
4100262042,0
4100262043,1
4100262044,1
4100262045,0
4100262046,1
4100262047,1
4100262052,0
4100262053,0
4100262056,0
4100262057,0
4100262060,1
4100262063,0
4100262064,0
4100262065,0
4100262066,1
4100262067,1
4100262068,0
4100262069,0
4100262070,0
4100271007,1
4100271008,0
4100271009,0
4100271010,0
4100271011,1
4100271012,1
4100271026,1
4100271028,0
4100271029,0
4100271030,0
4100271032,1
4100271033,1
4100271034,1
4100271038,0
4100271039,0
4100271041,0
4100271042,1
4100271043,1
4100271056,0
4100272024,0
4100272029,1
4100272033,0
4100272034,0
4100272036,1
4100272037,0
4100272043,1
4100272051,0
4100272052,0
4100272056,1
4100281001,0
4100281002,1
4100281015,0
4100281016,0
4100281019,0
4100281022,0
4100281023,0
4100281027,0
4100281029,0
4100281030,0
4100281032,0
4100281033,0
4100281034,0
4100281035,1
4100281036,0
4100281037,0
4100281041,0
4100281042,0
4100281045,0
4100281046,0
4100281048,0
4100281049,0
4100281050,0
4100281052,0
4100281053,0
4100281054,0
4100281057,0
4100281058,0
4100281059,0
4100281060,1
4100281061,0
4100281062,0
4100281063,0
4100281066,0
4100281067,0
4100281068,0
4100281070,0
4100281072,0
4100281075,0
4100281076,0
4100281078,1
4100281079,0
4100281080,0
4100281081,0
4100282001,0
4100282002,0
4100282003,1
4100282004,0
4100282005,1
4100282007,1
4100282008,1
4100282009,0
4100282012,0
4100282013,1
4100282014,1
4100282015,0
4100282017,1
4100282018,0
4100282019,1
4100282020,0
4100282021,1
4100282022,1
4100282023,0
4100282024,1
4100282033,0
4100282043,1
4100282048,0
4100282053,0
4100282057,0
4100282058,0
4100282066,0
4100282067,0
4100282068,0
4100282070,1
4100291002,0
4100291003,0
4100291004,1
4100291005,0
4100291006,0
4100291007,0
4100291008,0
4100291009,0
4100291010,0
4100291011,0
4100291012,1
4100291014,0
4100291015,0
4100291016,0
4100291017,1
4100291018,0
4100291019,0
4100291021,0
4100291022,0
4100291025,0
4100291026,0
4100291027,0
4100291028,0
4100291032,0
4100291033,0
4100291034,1
4100291036,0
4100291037,1
4100291039,0
4100291040,0
4100291041,0
4100291043,0
4100291046,0
4100291047,0
4100291048,0
4100291049,0
4100291050,0
4100291051,0
4100291055,0
4100291056,0
4100291059,0
4100291060,1
4100291061,0
4100291062,1
4100291063,1
4100291064,0
4100291065,1
4100291070,0
4100291073,0
4100291074,0
4100291076,0
4100291077,0
4100291078,0
4100291079,0
4100291080,0
4100291081,0
4100291082,0
4100291083,0
4100291084,0
4100292001,0
4100292003,1
4100292005,0
4100292008,0
4100292010,1
4100292016,0
4100292019,1
4100292020,0
4100292021,1
4100292022,0
4100292023,0
4100292024,0
4100292025,1
4100292026,1
4100292027,1
4100292028,0
4100292035,0
4100292036,1
4100292037,0
4100292040,0
4100292041,0
4100292042,1
4100292043,1
4100292044,1
4100292045,1
4100292046,1
4100292048,0
4100292049,0
4100292050,0
4100292052,0
4100292053,0
4100292056,0
4100292057,1
4100292059,1
4100292060,1
4100292061,1
4100292062,0
4100292063,0
4100292064,1
4100292065,1
4100292066,1
4100292067,1
4100292068,1
4100292069,0
4100292070,1
4100292071,1
4100292072,1
4100292073,1
4100292074,1
4100292075,1
4100292077,1
4100292078,1
4100292079,1
4100292081,1
4100292083,1
4100292084,0
4100292085,1
4100292087,1
4100292088,0
4100302002,1
4100302013,0
4100302014,1
4100302016,0
4100302017,0
4100302018,0
4100302019,0
4100302020,0
4100302024,0
4100302028,1
4100302030,0
4100302040,0
4100302041,0
4100302042,0
4100302043,0
4100302044,0
4100302045,0
4100302046,1
4100302047,0
4100302048,0
4100302049,0
4100302050,0
4100302051,0
4100302052,0
4100302053,1
4100302054,1
4100302055,0
4100302058,0
4100302061,0
4100302063,0
4100302064,0
4100302066,0
4100302067,0
4100302068,0
4100302069,0
4100321001,0
4100321002,1
4100321003,1
4100321004,0
4100321005,1
4100321006,0
4100321008,0
4100321009,0
4100321010,0
4100321011,0
4100321012,1
4100321014,0
4100321015,1
4100321016,0
4100321019,0
4100321020,0
4100321021,0
4100321022,0
4100321023,1
4100321024,1
4100321026,1
4100321027,0
4100321028,1
4100321029,1
4100321030,1
4100321032,1
4100321033,1
4100321034,1
4100321037,1
4100321038,1
4100321039,0
4100321041,1
4100321042,0
4100321043,0
4100321044,0
4100321045,0
4100321046,1
4100321049,0
4100321051,0
4100321052,0
4100321053,1
4100322001,1
4100322007,1
4100322025,0
4100322031,0
4100322032,0
4100322033,0
4100322034,0
4100322035,0
4100322037,0
4100322038,0
4100322039,0
4100322040,1
4100322041,0
4100322042,1
4100322044,1
4100322045,1
4100322048,1
4100322051,1
4100322052,1
4100322053,1
4100322055,0
4100322056,0
4100322057,0
4100322058,0
4100322059,0
4100322060,0
4100322061,0
5000391001,0
5000391002,0
5000391004,0
5000391005,0
5000391007,1
5000391008,0
5000391010,0
5000391012,0
5000391013,1
5000391014,0
5000391015,0
5000391016,0
5000391017,0
5000391019,1
5000391020,0
5000391022,0
5000391023,0
5000391024,0
5000391026,0
5000391028,1
5000391029,0
5000391030,1
5000391031,1
5000391032,0
5000391034,0
5000391035,0
5000391036,0
5000391037,0
5000391038,0
5000391040,0
5000391045,0
5000391046,0
5000391047,1
5000391049,0
5000391050,0
5000391054,0
5000391055,0
5000391056,0
5000391059,0
5000391060,0
5000391061,0
5000391062,1
5000391063,1
5000391064,0
5000391065,0
5000391066,1
5000391067,0
5000391068,1
5000391069,0
5000391070,1
5000391071,0
5000391072,0
5000391073,0
5000391074,0
5000391076,0
5000391078,0
5000391079,1
5000391080,1
5000391081,1
5000392001,1
5000392002,0
5000392003,1
5000392006,0
5000392007,0
5000392010,0
5000392011,0
5000392015,0
5000392016,0
5000392017,0
5000392018,0
5000392019,0
5000392020,0
5000392021,0
5000392022,0
5000392025,0
5000392026,0
5000392027,0
5000392029,0
5000392033,0
5000392035,0
5000392036,0
5000392038,0
5000392039,0
5000392040,0
5000392041,1
5000392042,0
5000392044,0
5000392047,0
5000392048,0
5000392049,1
5000392050,1
5000392051,1
5000392052,0
5000392053,0
5000392054,0
5000392055,1
5000392056,0
5000392058,0
5000392060,0
5000392062,0
5000392063,0
5000392064,0
5000392065,0
5000392066,0
5000392067,0
5000392070,0
5000392071,0
5000392072,0
5000431019,0
5000431020,1
5000431021,1
5000431022,1
5000431023,1
5000431025,0
5000431026,1
5000431049,1
5000431050,1
5000432001,1
5000432003,1
5000432006,1
5000432059,1
5564630110,0
5564630112,0
5564630115,1
5564630117,1
556463012,1
5564630121,1
5564630122,0
5564630123,0
5564630126,0
5564630127,1
5564630128,1
5564630129,1
556463013,1
5564630130,1
5564630132,0
5564630133,0
5564630134,0
5564630135,1
5564630137,0
5564630138,0
5564630139,0
556463014,0
5564630140,0
5564630141,0
5564630142,0
5564630143,0
5564630145,1
5564630147,0
5564630148,1
5564630149,0
5564630150,0
5564630152,0
5564630153,1
5564630154,0
5564630156,0
5564630157,0
5564630158,0
556463016,1
5564630160,0
5564630161,0
5564630162,1
5564630163,1
5564630165,0
5564630166,0
5564630167,1
5564630168,0
556463018,1
556463019,0
5564630211,0
5564630212,0
5564630213,1
5564630215,0
5564630216,1
5564630217,1
5564630218,0
5564630219,1
556463022,0
5564630221,1
5564630222,1
5564630226,0
5564630228,1
5564630229,1
5564630230,1
5564630232,0
5564630233,0
5564630234,1
5564630235,0
5564630236,0
5564630237,1
5564630238,0
556463024,1
5564630240,0
5564630241,0
5564630247,1
5564630249,1
556463025,0
5564630252,0
5564630253,1
5564630254,1
5564630256,0
5564630257,0
5564630258,0
556463026,1
5564630261,1
5564630262,0
5564630264,0
5564630265,1
5564630269,1
556463027,1
5564630273,0
5564630275,0
5564630276,1
556463028,0
5564630281,0
556463029,0
567496011,1
5674960111,0
5674960114,1
5674960115,0
5674960116,1
5674960117,0
5674960118,1
5674960121,1
5674960123,1
5674960124,0
5674960125,1
5674960126,1
567496013,1
5674960131,0
5674960132,1
5674960134,1
5674960136,0
5674960138,0
567496014,1
5674960142,0
5674960144,1
5674960145,0
5674960146,1
5674960148,0
5674960151,0
5674960153,1
5674960154,0
5674960155,0
5674960156,0
5674960157,0
5674960158,1
5674960160,1
5674960161,0
5674960166,1
567496017,0
5674960170,1
567496018,0
567496019,1
567496021,0
5674960211,0
5674960215,1
5674960216,1
5674960219,1
567496022,0
5674960220,1
5674960221,1
5674960222,0
5674960224,1
5674960225,0
5674960227,1
5674960228,1
5674960229,1
5674960230,1
5674960234,0
5674960235,0
567496024,1
5674960242,0
5674960246,1
5674960249,0
5674960251,1
5674960252,1
5674960255,0
5674960257,0
567496026,1
5674960261,1
5674960264,1
5674960268,1
5674960272,1
5674960273,0
5674960274,1
5674960275,1
5674960276,1
5674960277,1
5674960278,1
5674960279,1
567496028,0
5674960281,1
5674960282,1
5674960283,0
567496029,1
5912920111,0
5912920112,1
5912920113,1
5912920114,1
5912920119,1
5912920121,1
5912920123,1
5912920124,0
5912920125,0
5912920126,1
5912920127,1
5912920128,0
5912920129,1
5912920131,1
5912920133,1
5912920135,1
5912920137,1
5912920140,1
5912920142,1
5912920143,0
5912920145,0
5912920146,1
5912920147,1
5912920148,1
5912920149,1
591292015,1
5912920151,1
5912920152,1
5912920154,1
5912920156,1
5912920158,1
5912920159,1
5912920160,1
5912920163,1
5912920167,0
5912920168,1
5912920169,1
5912920170,1
5912920171,1
5912920172,1
591292019,1
591292021,1
5912920211,1
5912920212,1
5912920213,1
5912920216,1
5912920217,0
5912920220,0
5912920222,1
5912920223,0
5912920225,1
5912920227,1
5912920228,1
5912920230,1
5912920231,1
5912920233,1
5912920234,1
5912920235,1
5912920236,1
5912920239,1
591292024,1
5912920240,1
5912920241,0
5912920242,0
5912920243,0
5912920244,0
