folder,focused,unfocused,margin,predicted_label,engine,frames_used
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_N_F_T,0.7650068998336792,0.2349930703639984,0.5300138294696808,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_N_T_T,0.8993093967437744,0.10069058835506439,0.79861880838871,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_N_U_T,0.9025859236717224,0.09741414338350296,0.8051717802882195,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_S_C_T,0.8497936725616455,0.15020637214183807,0.6995873004198074,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_S_D_T,0.8533036708831787,0.1466963142156601,0.7066073566675186,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_S_E_T,0.8587505221366882,0.141249418258667,0.7175011038780212,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_S_F_T,0.7958605289459229,0.20413945615291595,0.5917210727930069,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_L_rgb_S_U_T,0.8888424038887024,0.11115766316652298,0.7776847407221794,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_A_C_T,0.7963045835494995,0.2036953866481781,0.5926091969013214,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_A_D_T,0.8916604518890381,0.10833954811096191,0.7833209037780762,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_A_E_T,0.8482370972633362,0.151762917637825,0.6964741796255112,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_A_S_T,0.8344488143920898,0.16555124521255493,0.6688975691795349,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_A_U_T,0.8481912612915039,0.15180879831314087,0.696382462978363,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_D_C_T,0.7516409754753113,0.24835902452468872,0.5032819509506226,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_D_D_T,0.8973833918571472,0.1026165559887886,0.7947668358683586,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_D_E_T,0.8869048357009888,0.11309504508972168,0.7738097906112671,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_D_S_T,0.8345345854759216,0.16546542942523956,0.6690691560506821,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_D_U_T,0.888180673122406,0.11181933432817459,0.7763613387942314,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_C_T,0.81036776304245,0.18963225185871124,0.6207355111837387,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_D_T,0.9408898949623108,0.059110138565301895,0.8817797563970089,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_E_T,0.8777895569801331,0.12221047282218933,0.7555790841579437,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_H_T,0.8966018557548523,0.10339809954166412,0.7932037562131882,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_S_T,0.8658006191253662,0.13419941067695618,0.73160120844841,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_F_U_T,0.8761194944381714,0.12388051301240921,0.7522389814257622,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_N_D_T,0.8767739534378052,0.12322606891393661,0.7535478845238686,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_N_E_T,0.8424246907234192,0.15757529437541962,0.6848493963479996,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_N_S_T,0.8556686043739319,0.14433135092258453,0.7113372534513474,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_N_U_T,0.8001636266708374,0.19983647763729095,0.6003271490335464,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_S_C_T,0.6384315490722656,0.3615684509277344,0.27686309814453125,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_S_D_T,0.8695007562637329,0.13049927353858948,0.7390014827251434,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_S_E_T,0.877541184425354,0.12245890498161316,0.7550822794437408,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S01_M_rgb_S_S_T,0.8094252347946167,0.1905747950077057,0.618850439786911,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_C_T,0.8536259531974792,0.14637406170368195,0.7072518914937973,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_D_T,0.8949705958366394,0.10502942651510239,0.789941169321537,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_E_T,0.9016081690788269,0.09839184582233429,0.8032163232564926,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_F_T,0.8251208662986755,0.17487913370132446,0.6502417325973511,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_T_T,0.915079653263092,0.08492036163806915,0.8301592916250229,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_A_U_T,0.8600186705589294,0.13998128473758698,0.7200373858213425,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_C_T,0.8640874624252319,0.13591250777244568,0.7281749546527863,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_D_T,0.8982570767402649,0.10174296051263809,0.7965141162276268,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_E_T,0.902109682559967,0.09789036214351654,0.8042193204164505,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_F_T,0.8010307550430298,0.1989692896604538,0.602061465382576,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_T_T,0.9116829633712769,0.08831703662872314,0.8233659267425537,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_D_U_T,0.8582412004470825,0.14175881445407867,0.7164823859930038,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_C_T,0.88418048620224,0.11581949889659882,0.7683609873056412,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_D_T,0.8745720982551575,0.12542782723903656,0.7491442710161209,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_E_T,0.8999987840652466,0.10000116378068924,0.7999976202845573,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_F_T,0.8203555941581726,0.179644376039505,0.6407112181186676,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_H_T,0.8787235617637634,0.12127642333507538,0.757447138428688,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_T_T,0.9041340351104736,0.09586595743894577,0.8082680776715279,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_F_U_T,0.9036410450935364,0.09635890275239944,0.8072821423411369,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_N_D_T,0.8995620608329773,0.10043785721063614,0.7991242036223412,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_N_E_T,0.8720009326934814,0.12799909710884094,0.7440018355846405,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_N_F_T,0.7946581244468689,0.20534195005893707,0.5893161743879318,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_N_T_T,0.8833206295967102,0.11667939275503159,0.7666412368416786,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_N_U_T,0.8997911214828491,0.10020876675844193,0.7995823547244072,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_S_C_T,0.8786184787750244,0.12138146907091141,0.757237009704113,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_S_D_T,0.8536733984947205,0.14632660150527954,0.7073467969894409,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_S_E_T,0.8558181524276733,0.14418186247348785,0.7116362899541855,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_S_F_T,0.7901273965835571,0.20987261831760406,0.5802547782659531,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_L_rgb_S_U_T,0.8726469874382019,0.12735290825366974,0.7452940791845322,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_A_C_T,0.7479027509689331,0.2520972788333893,0.4958054721355438,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_A_D_T,0.8932878375053406,0.10671213269233704,0.7865757048130035,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_A_E_T,0.8361813426017761,0.16381864249706268,0.6723627001047134,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_A_S_T,0.8298070430755615,0.1701929122209549,0.6596141308546066,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_A_U_T,0.8189765810966492,0.1810234636068344,0.6379531174898148,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_D_C_T,0.7679508924484253,0.2320491522550583,0.535901740193367,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_D_D_T,0.9159097075462341,0.08409024029970169,0.8318194672465324,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_D_E_T,0.9100106358528137,0.08998938649892807,0.8200212493538857,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_D_S_T,0.823429524898529,0.17657047510147095,0.6468590497970581,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_D_U_T,0.8219755291938782,0.17802447080612183,0.6439510583877563,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_C_T,0.7898992896080017,0.21010065078735352,0.5797986388206482,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_D_T,0.9259264469146729,0.07407354563474655,0.8518529012799263,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_E_T,0.9091688990592957,0.09083113074302673,0.8183377683162689,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_H_T,0.9006869196891785,0.0993131771683693,0.8013737425208092,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_S_T,0.8628875613212585,0.13711245357990265,0.7257751077413559,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_F_U_T,0.840896487236023,0.15910355746746063,0.6817929297685623,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_N_D_T,0.8623374700546265,0.13766248524188995,0.7246749848127365,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_N_E_T,0.8246013522148132,0.17539861798286438,0.6492027342319489,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_N_S_T,0.8415621519088745,0.15843789279460907,0.6831242591142654,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_N_U_T,0.8451184630393982,0.1548815667629242,0.690236896276474,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_S_C_T,0.7355374693870544,0.26446253061294556,0.4710749387741089,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_S_D_T,0.9146942496299744,0.08530578762292862,0.8293884620070457,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S02_M_rgb_S_E_T,0.8706236481666565,0.1293763518333435,0.741247296333313,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_C_T,0.8791338801383972,0.1208660900592804,0.7582677900791168,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_D_T,0.861858606338501,0.13814136385917664,0.7237172424793243,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_E_T,0.8923047184944153,0.10769520699977875,0.7846095114946365,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_F_T,0.749648928642273,0.25035110116004944,0.4992978274822235,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_T_T,0.8846433758735657,0.11535663902759552,0.7692867368459702,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_A_U_T,0.9149519205093384,0.08504819869995117,0.8299037218093872,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_C_T,0.815249502658844,0.1847504824399948,0.6304990202188492,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_D_T,0.8993227481842041,0.1006772518157959,0.7986454963684082,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_E_T,0.8573252558708191,0.1426747590303421,0.714650496840477,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_F_T,0.7378952503204346,0.26210469007492065,0.4757905602455139,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_T_T,0.9132906794548035,0.08670932799577713,0.8265813514590263,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_D_U_T,0.9304681420326233,0.06953183561563492,0.8609363064169884,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_F_C_T,0.8365718722343445,0.1634281426668167,0.6731437295675278,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_F_D_T,0.9212435483932495,0.07875644415616989,0.8424871042370796,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_F_E_T,0.9076703786849976,0.09232953190803528,0.8153408467769623,0,CLIP,30
C:/Users/user/Downloads/126.eye/01-1.data/Training/01.data/TS/001/T1/image_30_face_crop\NIA22EYE_S1_001_T1_S03_L_rgb_F_F_T,0.7971934676170349,0.20280656218528748,0.5943869054317474,0,CLIP,30
